loanId,userId,total,interest,monthlyPayment,balance,status,startDate,createdDate,updatedDate
2dac2297-b720-447a-93c3-9daa89a15806,19b88b08-a880-4997-ba3e-2922b741eff9,31784.76,2.48,251.66,7660.5,DEFAULTED,10/22/2024,11/6/2023,6/27/2024
f2cb5842-1d11-40a4-9de5-8f0607b4c7a3,4a6507a9-0bae-4b26-8141-3b6bd0cf0d43,31720.27,2.91,289.5,14934.18,DEFAULTED,8/8/2024,10/14/2023,6/27/2024
53b85f61-4064-48fc-bcdd-d8d3e31a1fef,a40ff42c-3998-4791-adfc-f7e2b4ffd6c7,34766.97,2.17,226.73,16695.78,ACTIVE,7/20/2024,4/23/2024,6/27/2024
02ed8277-2ec3-4854-a388-3fffcdc79fdb,c24f6bb9-7b4d-4ee0-9d08-959cab38bf84,30026.87,2.34,259.45,22433.79,DEFAULTED,8/8/2024,4/20/2024,6/27/2024
378864a9-ad34-4fd8-82d6-a77b2e2b72d2,c8953452-1289-42fa-ade8-3074a6444786,33999.47,1.26,201.38,20766.51,DEFAULTED,7/29/2024,1/2/2024,6/27/2024
b185cc3d-a2ed-4e55-bee8-2d7ec41bbaf9,d7aefad2-4286-423a-9ac4-9aebe61c0c73,28512.35,1.02,237.33,18612.12,ACTIVE,10/14/2024,7/9/2023,6/27/2024
7ea6216c-1b2c-43cd-8c5c-b2d6a2f8ddf2,30b508fb-0e79-4da6-b750-ba6f0e82b8f0,34425.42,2.26,266.31,17745.66,DEFAULTED,10/30/2024,5/25/2023,6/27/2024
061cd317-048c-413e-9482-8a72252a2cf4,3b8ed8ae-652f-4673-b591-5335635e8904,30295.26,1.7,211.23,13911.34,DEFAULTED,11/14/2024,7/8/2023,6/27/2024
ab5a3362-96a6-4615-b63f-2caf2d11adbe,efcde5ca-36a8-4080-a816-46400de1bd35,27249.19,2.69,204.79,9739.3,DEFAULTED,9/24/2024,11/10/2023,6/27/2024
788ead83-dad6-4018-b9f0-6acca148ed66,9623d60d-cd0c-4928-89d3-03224f60f3db,33655.19,2.58,296.55,14033.49,ACTIVE,7/9/2024,10/31/2023,6/27/2024
82fc27f1-4dc0-47fa-88b3-8b3c669d86d3,a995f184-a637-49f7-9369-b691362408a4,33169.94,1.47,274.05,9676.92,DEFAULTED,7/4/2024,1/5/2024,6/27/2024
a97234d9-858f-4962-8cb5-d2a90f43316c,fee6f379-cf94-486e-a4b8-700c128f1163,33940.01,2.7,247.12,9827.94,ACTIVE,8/8/2024,9/30/2023,6/27/2024
2b81e907-fdab-4271-9054-f9566e2c425e,2581b2c4-d897-4b85-b8a3-2a016fbc94c5,30408.47,1.36,203.68,20992.2,ACTIVE,10/25/2024,1/11/2024,6/27/2024
56849730-a264-468d-9393-e77c47e13262,19e03c01-c621-4d70-b871-7839938ec624,28417.09,1.42,237.13,20031.48,ACTIVE,8/22/2024,1/1/2024,6/27/2024
69c0a560-ee0d-4d2c-8854-c5591b311eb0,c31f32c8-6238-4a73-bcef-a894750d0cc3,30284.84,1.15,297.45,7529.15,ACTIVE,11/22/2024,3/6/2023,6/27/2024
70a20c0d-bcc9-4445-8035-daa5236eac80,2bd1339a-3725-4c4a-8a20-e4a117637113,27477.17,1.6,287.5,10154.27,ACTIVE,11/21/2024,3/14/2024,6/27/2024
a865a4fe-b388-408d-94df-bf485c120cc8,5d3bb641-fe94-46ae-857b-7d681d4f8524,27145.01,1.45,279.71,12436.58,DEFAULTED,9/16/2024,10/31/2023,6/27/2024
ead99803-c698-4895-add0-73145ff77303,bafe1ce7-ab7e-4d98-9e00-a54c630415fd,31586.09,2.65,218.73,17877.81,DEFAULTED,7/30/2024,12/19/2023,6/27/2024
0434406b-9085-42c9-81c1-8836a37e988e,3691e78d-8ecd-4426-adc5-9cf46fbf4916,29714.86,1.36,257.36,12392.98,DEFAULTED,11/24/2024,7/15/2023,6/27/2024
ff7e9118-1555-4974-965a-92b5863a55a3,e640c5be-e49d-409e-89b2-d36b038650b2,30380.12,2.97,219.69,6152.35,ACTIVE,11/28/2024,2/10/2024,6/27/2024
d2a174f3-d008-4e1a-bcec-78e43523b34e,5cb77673-ce6f-4574-86a1-a334a19205d1,30898.45,2.97,221.77,17071.42,ACTIVE,10/5/2024,4/1/2023,6/27/2024
019578e6-0c39-4bab-9ea0-b1cb9c4254d1,f3f1ab71-ddda-46a9-8168-019daa50641a,31439.85,2.49,298.36,18077.13,DEFAULTED,8/12/2024,5/29/2023,6/27/2024
ae273908-32d4-45c8-836c-44717dc748ee,bc8196c5-c19f-483e-b704-1e9ee5a79f13,30661.84,2.33,294.17,6542.21,ACTIVE,8/31/2024,10/3/2023,6/27/2024
d55f5f3f-411e-42ea-8d7e-cc6be4cc5cef,85e9fbc2-70e7-42db-b0c5-80c1844de979,34835.63,1.79,296.43,10072.64,DEFAULTED,10/22/2024,9/21/2023,6/27/2024
08b69dbd-e78f-41c0-893f-3d633c02a360,efd27afd-1499-4e9b-85f3-aa140d71a1f8,27636.85,1.56,263.43,19373.53,ACTIVE,10/13/2024,11/11/2023,6/27/2024
864e0c13-1435-463b-a58c-e550f1cfc9c7,fab3a860-9a9c-4556-8a08-a746fd3845f0,28919.51,1.57,296.82,21533.09,DEFAULTED,7/28/2024,10/5/2023,6/27/2024
bdf357fe-4195-4daf-bb7d-a2d4b5b74258,a5958e78-8a24-4c24-b5f4-00a1deca0481,30984.69,2.89,204.83,11337.76,DEFAULTED,10/9/2024,8/7/2023,6/27/2024
733b00b7-9bd6-4ab7-be78-dba906f0fe74,63d5b914-53c6-43a8-a4a0-831114219c87,30097.41,2.89,214.78,24408.9,DEFAULTED,8/15/2024,10/14/2023,6/27/2024
e653e9cd-3e16-45e5-ad10-93d4a36cce05,482344f6-67aa-4572-8bc2-78aeb280ba84,31628.15,1.47,269.48,12796.98,ACTIVE,11/22/2024,4/16/2023,6/27/2024
65e03df0-b305-4a0f-93df-87d414761ea4,570bccc5-4e86-4319-926d-8d1541626f26,32728.05,1.22,296.37,13145.66,ACTIVE,8/30/2024,12/18/2023,6/27/2024
32e124aa-807c-4a4c-a7e9-9a522447cfc8,dae8c7b8-06d3-46a4-aa3d-948b1636024a,29220.25,1.27,210.21,18874.94,ACTIVE,11/19/2024,10/5/2023,6/27/2024
afa8e038-fe7a-47c7-b74b-5cd469be896d,ff1c97b4-b614-478d-a1a2-8139f574f2ce,27653.37,1.86,292.54,9156.2,DEFAULTED,9/15/2024,5/24/2023,6/27/2024
d480a624-cb5e-4c6d-9928-8fa055a51946,32cdb338-286f-4bfc-850b-c066b84e74d4,34132.98,1.41,256.21,6089.52,ACTIVE,8/11/2024,8/19/2023,6/27/2024
83716e05-ca81-4fcf-a4ad-ce5dfef74067,71431163-9a7a-4131-959a-37d5d3a1978e,34689.64,2.19,211.87,10779.09,DEFAULTED,11/9/2024,4/12/2024,6/27/2024
091d3d2b-4d9c-49d4-b2a3-cfc5a7777968,85133ee6-77e9-49fa-b5bd-9578ef9468fe,27350.42,2.53,230.04,19298.73,DEFAULTED,8/21/2024,8/13/2023,6/27/2024
59157e49-81e7-4703-b62a-f8e8c62a4f7c,c3d93621-f259-43ce-8c37-1abf71d94f97,33974.06,2.47,275.35,5460.06,ACTIVE,7/15/2024,6/17/2024,6/27/2024
05c64268-8b66-425e-9dd8-41a415015768,8663e3e9-4543-4012-a81d-b4d306276c67,34287.97,1.27,262.61,8640.58,ACTIVE,8/8/2024,3/20/2023,6/27/2024
b8b07910-a7a0-4324-917d-0c6e61a9920c,f2f2aa61-750a-453c-aca9-3600b11e67ce,34524.38,2.35,268.95,22816.93,DEFAULTED,10/4/2024,11/8/2023,6/27/2024
bc006102-a703-4825-a686-a41ff2bb7da5,56314d14-da64-4943-8c18-371433b2116e,33484.65,2.06,280.96,14433.86,DEFAULTED,7/29/2024,2/24/2024,6/27/2024
19c45ae9-2836-4080-89e2-4cf401ec538b,e3f6466c-c123-460a-bf39-05f1a832fdff,34064.58,1.76,299.88,8868.73,ACTIVE,7/27/2024,2/21/2024,6/27/2024
63934cfb-ebbc-4ba4-a184-d39acfb0560c,5429bbf8-afb3-4e37-9148-e849b82250e0,34312.2,1.72,204.75,9601.56,ACTIVE,7/22/2024,4/5/2023,6/27/2024
008c1e6e-7cae-41b6-a049-5f7919d537af,a78bebb7-947e-4e0a-833b-3144d22aa657,31567.58,1.3,267.91,23895.78,ACTIVE,7/10/2024,10/23/2023,6/27/2024
edcbccee-4b23-4741-bf1b-64160bfd4aac,bae37bd5-4fc0-4f1e-84ad-5824d62db776,30370.89,2.58,270.41,20631.67,ACTIVE,10/19/2024,7/27/2023,6/27/2024
30a34a0c-c932-4b2a-bb82-40b9742bb99a,0af31674-fd25-4625-8281-8843f918799d,32291.96,1.06,222.59,21765.81,ACTIVE,11/7/2024,9/20/2023,6/27/2024
3ece15bf-6866-432d-ae61-688c77450415,11ec944a-25d3-47ea-a17e-266efaa475ac,30583.61,2.34,245.84,16499.29,DEFAULTED,8/26/2024,6/9/2024,6/27/2024
ecf340c0-4888-49ec-869d-0c50a0d9f124,dea666ce-ec42-4056-b3b1-c695bccae23b,34505.57,1.02,280.66,13244.49,ACTIVE,10/9/2024,4/28/2024,6/27/2024
30243b6c-39fe-4c79-8482-3a95485ec9fa,e597cfaa-66c0-40af-ad5d-a59913e4fa67,32762.27,2.49,201.17,11161.5,ACTIVE,11/27/2024,7/18/2023,6/27/2024
711cdde8-75cb-4bcd-b8d0-d459d6743acc,c9add98b-8425-469f-bf1c-1a55b472b7b7,27655.96,2.89,224.63,17856.26,DEFAULTED,8/27/2024,1/27/2024,6/27/2024
0887999a-8d1c-4062-943c-c70a699b1352,0affe825-8f3c-4164-8cbd-d0c2abf653a7,31650.74,2.18,246.16,14900.17,ACTIVE,10/25/2024,4/25/2024,6/27/2024
ae378e1e-b908-45a7-8024-11b5a27430c4,e8b6dfe3-d5d5-44a9-871a-07b6b5e10b52,29545.02,2.11,200.58,19385.65,ACTIVE,6/30/2024,2/2/2024,6/27/2024
e83ab227-c0d7-4d2a-a5ab-c90648a76d16,91bdbdb3-f86e-4b30-9191-a60dd070ac71,34422.74,2.69,214.61,12827.51,ACTIVE,11/24/2024,1/14/2024,6/27/2024
d1e17ea8-f155-4688-88a3-647d17812d25,2b0b0168-5832-48a5-8aef-1a7f20883157,34251.2,1.64,208.9,21346.96,ACTIVE,10/22/2024,11/17/2023,6/27/2024
90e80811-5597-4727-b9b9-db4df22caa98,76c62fc9-cf7f-4604-8d8f-3949572245ea,30923.31,1.24,223.61,13774.14,ACTIVE,10/22/2024,9/30/2023,6/27/2024
1d10bc41-9041-42aa-8eaa-6f39c798f09b,a5a2f962-84f5-4096-bb45-2c89f784fed6,29369.58,1.19,238.93,5620.15,ACTIVE,7/22/2024,1/12/2024,6/27/2024
3c8f0511-f017-459d-8ee5-bfd7fa4c291c,57bf2631-de5a-478e-9bb1-6d50e992d3e4,33956.97,2.41,279.43,12400.43,DEFAULTED,7/26/2024,6/2/2023,6/27/2024
3cc74c37-6101-4995-8bb7-9eb850a41545,cc6bfe70-27eb-49fe-8f9e-224e97d9d2ab,27512.81,2.2,283.01,24428.57,DEFAULTED,8/28/2024,2/29/2024,6/27/2024
3692bcba-8e25-43e0-bd20-b01104e7046f,3910a70c-e3ed-4679-9aea-f018a5804657,32194.25,2.16,256.94,23909.42,ACTIVE,9/16/2024,7/29/2023,6/27/2024
ebda44ee-25b3-49bb-b51a-6f176761fe34,8296ca36-9976-44c7-bc04-3a40afb8701c,29481.32,2.61,222.3,23948.79,DEFAULTED,10/31/2024,5/6/2023,6/27/2024
e49ec964-b117-4ce0-8dae-02a87b8464c4,574a59de-fdfd-4ae7-bcb9-e7aa1cdb1f93,29433.93,2.99,225.14,8493.66,ACTIVE,7/21/2024,4/9/2023,6/27/2024
8a561b2f-97fd-4630-acf9-a176c477054a,1ad3d52d-4f63-4f91-b7f9-d8b089c4f021,30341.13,2.9,233.3,12409.91,ACTIVE,11/10/2024,3/13/2024,6/27/2024
f259e470-fbaa-4bc4-9b61-a522294c4699,b0b28d1c-d8d0-47c0-8f7e-df12031d2990,33430.38,2.88,286.84,12684.12,ACTIVE,7/14/2024,4/7/2024,6/27/2024
bd7d1e07-ba71-4321-acce-ee31e197d560,a8e824fc-c428-4c53-91e9-0867cad8b940,28785.34,3.0,295.73,22374.85,ACTIVE,8/15/2024,3/28/2024,6/27/2024
1571ef4a-57e7-429c-9bda-c28caa2a413b,99c1c622-4d47-4eda-9188-10884db8fb42,28588.58,1.28,297.24,23178.55,ACTIVE,6/29/2024,5/1/2023,6/27/2024
8dafd944-5035-457a-a356-2a6374a8d463,1f33089a-8a41-4736-aa31-c4235b5771d8,32361.2,2.66,290.66,10705.41,DEFAULTED,7/28/2024,8/11/2023,6/27/2024
b9665f12-bb25-4d74-9feb-7078ca5637a0,98622333-0246-42ec-a763-867b766f9f68,32739.5,2.01,239.26,16175.0,ACTIVE,11/13/2024,4/1/2024,6/27/2024
a05b00e3-a5fd-40b2-a4ae-1b52fd37864f,c7da16c7-e99a-4824-af92-24ef3edd082b,32803.74,2.91,249.76,12760.26,ACTIVE,8/16/2024,1/22/2024,6/27/2024
870bea47-ec07-4ccc-9a79-d05bc8c4cba4,a23a09b1-2971-425c-84d5-43bfb04606b6,33354.79,2.72,214.7,19494.9,ACTIVE,8/9/2024,4/12/2023,6/27/2024
04dcd6bc-6396-4dc7-b468-511aa377075f,d56ba2a0-e894-453c-9e13-7edbe12122e4,30777.6,1.44,259.61,5116.15,DEFAULTED,9/30/2024,12/19/2023,6/27/2024
fdbf5f1f-0215-4ead-840c-72728c6cc003,d3a7e19d-46a3-443d-bde6-86fefb1a5111,31205.74,2.03,200.12,24201.55,ACTIVE,7/17/2024,8/24/2023,6/27/2024
4a4091b5-348b-4558-9d77-52fd401e8ee6,c4444d72-e255-4aef-b796-2a73c140066b,27312.02,1.45,223.66,24551.76,DEFAULTED,10/28/2024,10/13/2023,6/27/2024
0e276f3c-d5b3-4c6f-a144-8a7c68ab4d67,4d066612-61ed-4bb9-a555-952c1726334c,33193.39,2.46,282.35,23513.01,ACTIVE,8/19/2024,5/14/2024,6/27/2024
114630e0-4ea3-4a01-a7d6-004da29a3e5f,cde94b9f-b3aa-4423-ae2c-27ad06438072,30617.53,2.3,253.6,20633.29,DEFAULTED,7/10/2024,6/10/2024,6/27/2024
6902cb92-a4d5-4b9d-ac21-e51bdfd889a6,7754c297-87ce-4716-a1fb-710581fa1273,33019.54,2.9,224.12,15217.92,ACTIVE,8/21/2024,7/30/2023,6/27/2024
843bb7c8-2a6f-4d88-ba76-0c508fb0c3d9,3a75ece9-638e-4950-aa5e-b7d33e5f7886,34621.73,2.91,226.45,20262.51,DEFAULTED,6/29/2024,4/12/2024,6/27/2024
4f94b77b-dee4-4e27-9092-f996714839fe,eaf51f35-9a31-4e7d-a44a-33bde09154f2,31141.4,2.22,231.75,23337.35,DEFAULTED,11/13/2024,3/20/2023,6/27/2024
e684e8b0-c789-4c68-93bb-e55d9c72c7c7,b6e7f867-ecad-407e-bc15-5c8ef5a47600,32446.99,1.06,281.57,9973.39,ACTIVE,8/7/2024,5/27/2024,6/27/2024
4b99c08e-3ac9-4a52-bca1-b72c318a98df,523ade3d-1964-4c04-9bb8-db4c51bc6e35,33683.05,1.28,267.03,23095.84,ACTIVE,11/20/2024,1/25/2023,6/27/2024
c260ec25-abf6-43b2-aae6-3bd1b6db5ef1,e6dd1383-9847-47c0-a9d9-cfec41608eff,27947.51,2.52,293.06,15010.25,DEFAULTED,8/18/2024,4/14/2023,6/27/2024
6ee136d9-c9a0-4887-85b8-c0e6abb16a01,b937d5d8-0ee9-4403-b275-c564b4a8771f,34853.64,2.42,222.96,9785.69,DEFAULTED,11/21/2024,11/6/2023,6/27/2024
b7166afb-8bc8-4b8d-98d0-cdb80d1d2fc4,617fb90a-303d-42b7-99ba-9aa29a325455,34558.14,1.95,221.32,11471.71,ACTIVE,10/21/2024,4/25/2023,6/27/2024
ad0c9baa-9e65-4386-a1b7-c89b533ade62,ae9928f8-2fda-4db4-bffd-0f00e3731224,32948.73,2.38,237.9,21081.27,ACTIVE,7/7/2024,10/30/2023,6/27/2024
38157efb-5af8-4329-a9ce-dda23dba08b2,edfc2c13-d6ea-4908-99bb-fefd717715c0,31976.78,1.8,274.78,19187.47,ACTIVE,7/17/2024,1/18/2024,6/27/2024
20e84b75-a504-4473-a164-4cffa9b82a0d,63a49451-c998-4b90-b58b-b0c64fab99bb,32270.6,1.69,237.94,21812.62,ACTIVE,8/29/2024,10/27/2023,6/27/2024
936e56af-0323-4b2b-95b0-2836a25bdf45,444cd597-0d86-4dd5-8e78-0b22b05cbd1f,28179.4,1.5,242.89,20527.05,ACTIVE,7/9/2024,3/7/2023,6/27/2024
c0a03e0e-dd3b-494f-a353-574e21cdbc10,c08a9fc4-0d21-48f2-8637-824746af4285,29643.66,1.43,214.69,7870.59,ACTIVE,8/14/2024,1/27/2024,6/27/2024
f292ef81-c422-42a4-ac52-22a98e219fff,5b064931-d803-4a54-b28f-5de970860a69,32785.37,1.5,216.09,7336.4,DEFAULTED,10/13/2024,6/6/2024,6/27/2024
8e0179cf-260b-4216-8be5-506941ed9af2,c98d6356-7e93-48c9-ae3d-b7d7f8fdd72f,31334.92,2.15,261.36,15351.66,DEFAULTED,6/27/2024,2/24/2024,6/27/2024
7541f238-20c7-4cdf-adab-514d714a2d01,6e0cb91f-58c2-46f4-ad5c-e81cd32f84e5,28571.8,1.53,210.88,16355.69,ACTIVE,7/8/2024,1/24/2024,6/27/2024
34c3d212-5210-4e6a-b517-0a38cde0fac1,aaaf299b-821f-413a-9857-48ca1c08f829,27306.03,1.85,209.73,10418.42,ACTIVE,7/9/2024,10/30/2023,6/27/2024
4710ee9f-c448-412d-ab09-b1dadc33092b,ce033123-a555-4fbb-91b6-3adc2db847c7,30781.88,2.96,241.81,14383.48,DEFAULTED,11/2/2024,4/23/2023,6/27/2024
0d89829f-06d9-4fa2-8880-0c49e4d497ea,ebf76bf9-0f4f-4f56-ad63-8eb6bfb5564d,30349.01,2.58,297.55,19569.53,DEFAULTED,11/2/2024,12/14/2023,6/27/2024
d323dabc-5281-4f39-8e41-025474c0a6f9,093dba83-f65a-4998-88e0-18c0a205d1fb,33823.15,1.43,286.22,15025.75,DEFAULTED,9/14/2024,5/4/2023,6/27/2024
94d90d28-1aac-41d1-96c8-e1a1dce28d86,7355e261-a773-4946-9464-5491cdb06fe5,33577.73,2.64,245.87,20024.43,ACTIVE,10/13/2024,12/27/2023,6/27/2024
c824616b-29c2-4b28-af34-863f46bc9289,05ddda86-de4b-4fea-b4ba-961641c6e8ce,29172.86,2.28,262.42,8474.33,ACTIVE,9/24/2024,12/1/2023,6/27/2024
79a9a4f8-8879-4040-9c30-5d5b2c1d17b9,6d5f0129-f3d8-40f1-8541-00fc725e6cde,32828.27,2.99,214.71,18169.09,ACTIVE,10/27/2024,8/19/2023,6/27/2024
8c14d231-8ef5-4c4f-8a7f-98432cb53618,5a462a7f-7305-49ea-a0a4-4bc8076fd3a0,27777.31,1.9,239.1,13286.99,ACTIVE,10/21/2024,7/17/2023,6/27/2024
5847d0e4-6a09-4e5e-9ae2-b40b434928fc,ce92c2c9-0cea-453c-98df-580bae628edc,28725.53,1.67,279.47,7570.35,DEFAULTED,7/11/2024,11/7/2023,6/27/2024
7885a534-a80f-4b9a-ac24-69a2cb5eb912,c8e9ee32-b2c8-4c86-9d9e-22bb7203708f,32564.41,1.15,247.53,11175.91,ACTIVE,7/5/2024,4/2/2024,6/27/2024
ec954d57-5797-40b1-bdbf-b2d5a71df480,d618ba82-374d-4cb2-83fa-7984dd89e06c,27719.31,2.49,206.01,20451.61,DEFAULTED,11/26/2024,4/19/2023,6/27/2024
f0926d5d-d402-47dc-92d9-3c0a98d02a44,0c3713a1-e3d9-448e-bb81-fa2ecdc659c7,29876.72,1.29,295.15,17349.73,DEFAULTED,11/28/2024,9/27/2023,6/27/2024
7c23092d-61ca-453c-bfdd-921e1fb77f64,963f3c33-9515-48c7-9917-fc251dfc9468,33716.59,1.63,289.55,22535.07,DEFAULTED,11/30/2024,4/1/2024,6/27/2024
aea6d674-1e4e-4978-ac01-bd7e1576a6cb,f89920a5-3dd4-44a9-a058-5a34ca221f8e,31021.76,2.04,214.42,6019.34,DEFAULTED,8/2/2024,6/1/2023,6/27/2024
a9b82c8b-4534-45b3-ac33-d7fcfb1b39a4,fd253221-adb6-4dfb-aeb7-941343795d32,27156.38,1.15,271.15,21612.86,ACTIVE,7/4/2024,2/13/2023,6/27/2024
7a307db4-e38a-4eb1-9fa1-0ef7756dfd4f,48673e78-d0fe-4fcb-a830-3f10b80d2340,31265.75,1.59,298.28,20474.07,ACTIVE,8/21/2024,8/20/2023,6/27/2024
c922e21b-e355-43a3-bb31-4c0ea4d6301e,d980f6a0-e905-4639-a184-803d52e58154,31326.49,1.55,222.33,22373.11,DEFAULTED,9/14/2024,11/26/2023,6/27/2024
e764145a-4deb-4cb7-bd9e-bf3ab488f7fd,5798901d-2cf3-4114-bb2a-825994451962,27090.1,2.93,203.24,7954.26,ACTIVE,10/29/2024,1/13/2024,6/27/2024
8ddab4b5-741b-4de8-abb1-bc622554e7fa,e2a90718-e3cb-41c4-ac5c-e6e5e84810b1,33805.38,1.8,230.91,11367.06,DEFAULTED,10/30/2024,5/25/2024,6/27/2024
9c49ddc2-e0c2-43c9-9bc7-28f3fde2a261,727f9ec0-b9ae-466a-a470-8372c52b67a7,29566.24,1.43,281.36,5205.19,ACTIVE,8/17/2024,8/30/2023,6/27/2024
da0674e0-f44e-4ce2-a3e7-5f94b1dcd40f,caea313f-0bdb-48db-a1e4-b18984cfd860,32053.79,1.58,280.94,10428.14,DEFAULTED,9/16/2024,11/27/2023,6/27/2024
7df7231a-3cbd-41b7-ac61-c800e7ee856a,b368ed21-bad2-49b2-bf72-40e8c0d47ce4,32607.84,2.31,267.72,20121.63,DEFAULTED,11/8/2024,2/13/2023,6/27/2024
7038e342-0a4f-4940-9ce9-faca78c197fd,fd8cea94-f06f-4257-93bb-67461b8c0a08,33262.73,2.85,263.59,10548.52,ACTIVE,10/22/2024,9/11/2023,6/27/2024
50d3c5b4-dc68-4ad2-be9b-6fa4167302a7,9ecb5ea2-c08b-4e22-858b-6ac4d82bb648,31821.25,2.45,270.9,14399.05,ACTIVE,7/15/2024,5/2/2024,6/27/2024
d2e5a6db-9ebe-4222-85f3-31b4d7c175d5,be2292f8-cde3-4774-b650-3299c310a410,32920.65,1.98,263.6,9941.13,ACTIVE,11/27/2024,6/30/2023,6/27/2024
3e1d3a5c-4b21-4716-a030-5c80acdf994e,814205c5-627a-4f88-92ee-dc6a798f65da,33197.69,2.28,202.38,22299.62,ACTIVE,11/20/2024,1/12/2024,6/27/2024
118cf189-c3cf-41fe-9921-154965b6ce66,35652a21-55fd-4dea-911a-b5518fdc5deb,32808.7,2.28,212.63,7940.15,ACTIVE,10/6/2024,7/31/2023,6/27/2024
879d3623-d772-4f23-93bd-5ef2e05c38a7,7c7d3337-fec0-42b7-8b7b-e0552cac2dba,29867.55,2.89,223.99,11156.22,DEFAULTED,9/12/2024,1/16/2024,6/27/2024
0c185e1c-3d13-4bfc-a788-12558f11558c,f72d8c3e-4c2c-477e-b1c1-3d698143a5b0,28712.06,2.85,209.77,24526.39,DEFAULTED,11/14/2024,6/19/2023,6/27/2024
51ab3386-ea82-46e8-a4a4-10ca596da8df,002d3141-4e2c-43f2-aadc-573de564342b,32588.07,2.88,255.97,14151.73,DEFAULTED,10/22/2024,6/4/2024,6/27/2024
bf470b22-2de6-47ed-9066-09865654070e,be5eef1d-c627-492f-acc0-ff708b913da8,30922.12,1.86,278.36,8567.38,DEFAULTED,11/10/2024,8/10/2023,6/27/2024
0af8b926-6d9c-44b6-b11d-bdc712e969ca,532aea51-ff95-4826-bef4-24d996c339ae,32581.94,2.12,290.52,12181.05,ACTIVE,10/13/2024,3/2/2024,6/27/2024
53ab3dbd-03bb-409f-ac70-1176b9ee97bf,31f24796-2066-4c92-9142-d91ce538e14b,28417.4,2.68,246.87,21349.15,DEFAULTED,8/6/2024,10/24/2023,6/27/2024
6dcf80ce-11d6-42f5-8dc2-219aa5100ac3,2e2900c2-58f1-486c-9e28-f192b9f4c547,29628.97,2.32,274.46,6120.64,ACTIVE,10/22/2024,3/16/2023,6/27/2024
fcf234b3-d656-4cbb-9637-906552a5bc01,79f5153c-8128-442c-ba07-013635bcb030,29746.78,1.66,282.91,19228.5,ACTIVE,7/19/2024,9/4/2023,6/27/2024
09df7186-eb69-4347-bc62-c836a8286173,0a11d271-b0c8-4d05-9ec4-ea30cf90ff2c,31438.83,1.74,256.27,5093.94,ACTIVE,10/17/2024,3/27/2023,6/27/2024
548926ee-310c-4360-a089-534c3bc4c69f,5de95162-49ca-4521-a0fa-c196dd183196,28029.02,2.79,232.08,16650.44,ACTIVE,7/11/2024,3/2/2023,6/27/2024
4e99bc04-3da3-443e-b505-4e7a3d93231b,848d3c01-5743-49bf-bf54-7d67aea3e982,31144.5,1.62,235.59,14090.83,ACTIVE,9/30/2024,8/13/2023,6/27/2024
dc01935c-0a7f-4697-bbeb-3b320e07e978,d221d64c-b40c-44b0-a6e8-ed85dd37b600,33498.73,1.08,261.16,21486.75,DEFAULTED,11/6/2024,7/6/2023,6/27/2024
000ccf70-8f7f-411d-a96a-0ac5d6703f28,11862830-8de2-4b7b-b321-889a9ee62973,30379.28,2.42,205.81,18983.42,ACTIVE,7/21/2024,6/24/2024,6/27/2024
c1a9342d-2773-4562-925d-2ad5bffd7f8c,5d383f3a-32df-4c23-b8c8-c3c9a6faf199,29185.01,2.77,279.41,19989.11,ACTIVE,9/19/2024,12/9/2023,6/27/2024
3241b3de-ea8d-44d2-850e-a422132ea350,3b8e1bd5-661a-40e1-aa8f-825b03abcde5,34683.17,1.99,212.17,20893.7,ACTIVE,8/7/2024,2/24/2023,6/27/2024
7c6f31ff-0fdf-422f-a7a3-847cce4dc0df,a5455d9f-d73e-49b6-bb6b-d08c86782fed,34995.31,1.58,208.84,13386.11,ACTIVE,7/11/2024,7/22/2023,6/27/2024
90d55b08-c77c-4a54-b9d4-415d219fa492,9bb22104-0f76-427d-8886-30e7f2d22c70,29353.11,1.42,250.15,13814.49,ACTIVE,10/9/2024,6/18/2023,6/27/2024
eac1b148-2bc6-447e-97cf-87003df2e328,4dd5d6cb-0e02-4da6-b242-ed429cab9227,28425.12,1.09,244.61,6675.77,DEFAULTED,11/22/2024,9/26/2023,6/27/2024
2216cc68-2951-44e9-b18a-93d99f225e3a,f0ef548d-dbbe-47fc-bdd4-a966f986d9b9,27691.95,1.13,265.93,21797.96,ACTIVE,9/10/2024,12/8/2023,6/27/2024
2bbf28a7-1b70-4500-b898-68712253e616,149e66e1-7ce3-41a5-abd1-0167398674d1,33827.68,1.26,246.35,8533.75,DEFAULTED,8/25/2024,4/13/2024,6/27/2024
4018db02-8b10-476e-8502-dba165909d4b,afcbdf6d-0c32-4bba-88a0-c80a3750b7de,29454.4,2.29,204.62,19545.88,ACTIVE,7/20/2024,7/1/2023,6/27/2024
3c0f0a10-7dbc-456f-b970-89a5eebeced5,04d75876-25cd-4120-9027-79ab6121f624,31474.25,2.88,212.46,5172.55,DEFAULTED,11/22/2024,4/8/2024,6/27/2024
8edcd93b-f9a1-4b6a-9ec9-93981eead767,e54d7e0f-8156-498f-abd2-71838e7a27dc,28543.18,1.39,222.58,23614.86,ACTIVE,7/18/2024,12/4/2023,6/27/2024
b35e637e-5bc9-4f8d-8c07-5517542010ae,b25c79b7-fd9e-45a6-a344-f023df7d994e,34417.73,2.43,203.0,11861.24,DEFAULTED,10/13/2024,3/23/2024,6/27/2024
